,Company Name,Reviews,Rating,Salaries,Interviews,Jobs,Benifits
8002,Oman Shapoorji Llc,136,3.6,393,9,--,14
8003,MariApps Marine Solutions,136,3.3,1.2k,12,--,5
8004,DigitalTrack Solutions,136,3.8,849,16,--,7
8005,Deoleo,136,4.1,431,8,5,30
8006,"MAT Holdings, Inc",136,3.9,536,9,--,9
8007,Bimbo Bakeries India,136,3.6,677,11,--,9
8008,Bansal Hospital,136,4.1,466,5,--,12
8009,K.R.Pulp & Papers,136,3.3,445,11,--,5
8010,Surya Hospital,136,3.7,604,9,36,8
8011,Cogneesol,136,3.3,724,20,16,13
8012,Titan Biotech,136,3.3,678,19,16,10
8013,Country Holidays Travel India,136,3.2,53,404,--,3
8014,Freight Tiger,136,3.6,496,14,8,10
8015,Cherise India,136,3.8,297,2,5,2
8016,Bharuch Enviro Infrastructure,136,4.0,617,5,3,1
8017,HM Constructions,136,4.5,199,27,24,19
8018,Marwadi Shares & Finance,136,4.3,661,7,15,7
8019,Ntrust Infotech,136,3.4,844,12,--,15
8020,Cherise India,136,3.8,297,2,5,2
8021,Bharuch Enviro Infrastructure,136,4.0,617,5,3,1
8022,Merlin Group,136,3.9,578,7,16,6
8023,Infotech,136,4.4,1.1k,50,--,18
8024,Ntrust Infotech,136,3.4,844,12,--,15
8025,Freight Tiger,136,3.6,496,14,8,10
8026,Bansal Hospital,136,4.1,466,5,--,12
8027,Freudenberg Gala Household Product,136,3.9,395,7,--,14
8028,Marwadi Shares & Finance,136,4.3,661,7,15,7
8029,Titan Biotech,136,3.3,678,19,16,10
8030,Valdel Engineers & Constructors,136,2.8,638,9,--,7
8031,VLink,136,3.7,726,18,27,4
8032,Novopay Solutions,136,2.9,740,16,--,17
8033,Apraava Energy,136,4.4,506,8,--,4
8034,Cogneesol,136,3.3,724,20,16,13
8035,Surya Hospital,136,3.7,604,9,36,8
8036,Bimbo Bakeries India,136,3.6,677,11,--,9
8037,Harsha Engineers International,136,4.0,727,1,--,4
8038,KWALITY DAIRY (INDIA),135,3.9,324,1,--,15
8039,DigiVersal Consultants,135,2.4,361,10,27,26
8040,Mytrah Energy,135,4.2,472,1,1,18
8041,Digicommerce Solutions LLP,135,4.7,176,8,6,4
8042,UTI Technology Services,135,3.4,550,3,--,8
8043,SAVE Solutions,135,3.9,570,7,5,11
8044,Bhate & Raje Construction Co.,135,4.0,427,5,7,13
8045,LC Infra Projects,135,3.8,397,13,3,3
8046,rProcess Outsourcing Services,135,3.4,462,12,2,10
8047,Winman Software,135,4.2,412,35,1,13
8048,Omega Elevators,135,3.8,453,6,5,13
8049,Paramount,135,3.3,795,8,--,3
8050,Solulab inc,135,3.0,285,8,3,27
8051,Robt Stone (ME) LLC,135,2.8,321,14,--,4
8052,Yanfeng Automotive Interiors,135,3.9,653,9,9,14
8053,APEEJAY EDUCATION SOCIETY,135,3.1,542,15,60,8
8054,42Gears Mobility Systems,135,4.0,722,16,38,11
8055,Genus Innovation,135,3.6,600,6,2,4
8056,Futuresoft Solutions,135,3.0,808,10,2,20
8057,Aligned Automation,135,3.8,1.1k,15,10,8
8058,Complere Infosystem,135,4.3,149,9,--,13
8059,Harley-Davidson,135,3.8,482,6,24,24
8060,Jio Payments Bank,135,3.8,706,13,--,13
8061,TQ Cert Services,135,3.7,328,11,2,1
8062,Prabha Automotive Engineers,135,3.8,623,7,1,7
8063,Forbes Facility Services,135,4.2,494,7,3,12
8064,KMC Constructions,135,4.3,504,5,--,20
8065,Shahnaz Husain Group Of Companies,135,3.2,379,18,17,14
8066,Magna Steyr,135,4.2,911,5,--,12
8067,Pioneer Wincon,135,4.2,383,9,1,24
8068,Cachet Pharmaceuticals,135,3.9,406,5,1,17
8069,Vista Furnishing Limited,135,4.1,369,15,11,2
8070,Planet PCI Infotech,135,3.6,618,7,--,9
8071,Euronet Global Development Center,135,3.9,939,15,1,10
8072,FabAlley,135,3.9,240,5,--,2
8073,Dana TM4,138,4.0,541,6,--,1
8074,Detox Group,135,4.0,568,12,--,9
8075,Besmak Components,135,3.9,633,8,7,9
8076,Ashida Electronics,135,3.8,543,5,1,10
8077,Nova IVF Fertility,135,3.7,474,7,3,8
8078,Colan Infotech,136,3.3,1.3k,24,40,17
8079,RKC Infrabiult Private Limited,138,3.7,533,15,--,4
8080,Quatrro Mortgage Solutions,135,3.1,445,5,--,18
8081,IMS Learning Resources,135,3.7,711,11,5,5
8082,Difacto Robotics and Automation,135,3.7,666,11,--,8
8083,Solar Defence And Aerospace,135,3.8,544,5,--,6
8084,Gemini Consulting & Services,135,3.8,1.1k,7,10,14
8085,SAG Infotech,135,3.4,429,11,14,8
8086,Stanvac Chemicals,135,3.1,402,8,--,8
8087,Komatsu,135,3.7,710,6,8,14
8088,SkillCircle,135,4.1,215,33,5,2
8089,POSCO,135,4.0,627,4,--,19
8090,Dr.SNS Rajalakshmi College Of Arts and Science,135,4.9,18,12,--,55
8091,Deduce Technologies,135,3.2,982,11,--,12
8092,S S Enterprises,135,3.8,919,4,3,10
8093,Strata Geosystems,135,3.8,591,6,1,16
8094,AAI Cargo Logistics and Allied Services Company,134,2.8,352,11,--,2
8095,Flemingo Duty Free Shop,134,4.1,517,2,3,13
8096,DMI DRAEXLMAIER MANUFACTURING,134,3.7,473,8,--,9
8097,Sakal Media Group,134,3.5,709,5,1,15
8098,Appcino Technologies,134,3.4,447,16,--,5
8099,Dunkin' Donuts,134,3.6,199,5,--,15
8100,Vigour Mobile,134,3.6,476,2,4,11
8101,Digital Nirvana Information Systems,134,3.4,619,3,2,15
8102,Axles India,134,3.4,668,7,1,23
8103,Mahindra Aerospace,134,3.9,660,6,--,8
8104,APL Logistics,134,3.8,583,9,6,7
8105,Mapro Foods,134,3.6,375,4,--,10
8106,91Squarefeet,134,3.3,348,12,2,3
8107,HexaView Technologies,134,2.9,915,21,--,7
8108,FICCI,134,3.4,646,14,5,10
8109,Yahoo,134,4.4,781,32,--,13
8110,ParamInfo,134,3.5,289,4,20,14
8111,Benteler Automotive,134,4.0,485,4,--,11
8112,Tata Trusts,134,4.3,719,9,--,11
8113,Counsel India,134,3.6,285,14,9,1
8114,Distacart,134,4.7,85,31,23,2
8115,Propelld,134,3.6,573,10,4,3
8116,Khandelwal Laboratories,134,4.1,414,3,--,9
8117,Dinesh Engineers,134,3.9,453,12,3,8
8118,Zenith Leisure Holidays,134,3.4,499,7,2,12
8119,Arbro Pharmaceuticals,134,3.8,510,16,16,9
8120,Benteler Automotive,134,4.0,485,4,--,11
8121,Khandelwal Laboratories,134,4.1,414,3,--,9
8122,Dinesh Engineers,134,3.9,453,12,3,8
8123,Axles India,134,3.4,668,7,1,23
8124,APL Logistics,134,3.8,583,9,6,7
8125,Mahindra Aerospace,134,3.9,660,6,--,8
8126,Frugal Testing,134,4.6,145,20,6,1
8127,Vigour Mobile,134,3.6,476,2,4,11
8128,Zenith Leisure Holidays,134,3.4,499,7,2,12
8129,Mapro Foods,134,3.6,375,4,--,10
8130,Digital Nirvana Information Systems,134,3.4,619,3,2,15
8131,EDUGORILLA COMMUNITY,134,3.3,387,11,--,9
8132,Testhouse,134,4.2,763,13,4,7
8133,HexaView Technologies,134,2.9,915,21,--,7
8134,FICCI,134,3.4,646,14,5,10
8135,mPHATEK Systems,135,3.3,995,15,--,2
8136,Smile Foundation,134,4.1,494,11,16,10
8137,Bluecraft Agro,134,3.5,645,8,--,9
8138,Qbss,134,3.8,602,11,--,25
8139,Tcg Digital Solutions,134,3.3,953,15,--,11
8140,Eisneramper LLP,134,2.8,991,15,22,3
8141,CG Corp Global,134,3.1,354,9,--,2
8142,Viztar International,134,3.3,548,5,--,6
8143,Yocket,134,3.7,483,15,1,8
8144,NCR Atleos,154,3.8,848,11,45,1
8145,Appcino Technologies,134,3.4,447,16,--,5
8146,Remsons Industries,134,3.8,683,9,--,11
8147,Jolly Containers,134,3.7,554,7,11,8
8148,Weavetex Overseas,134,3.6,536,9,--,9
8149,Dangote Industries,133,4.1,323,5,--,14
8150,Mutual Industries,133,3.2,565,8,--,16
8151,Amalgamated Plantations,133,3.7,434,11,--,17
8152,Times Network,133,3.2,990,3,--,8
8153,Akshayakalpa,133,3.9,402,15,--,6
8154,Saifee Hospital,133,3.1,492,8,--,13
8155,IPAC,133,3.2,939,12,--,14
8156,Bansal Classes,134,3.3,470,9,--,4
8157,The Nuance Group AG,133,4.3,846,4,--,8
8158,Modern Foods,133,3.6,567,7,--,12
8159,DAEWOO E&C,133,4.2,162,5,--,15
8160,Axis Asset Management Company,133,3.7,566,4,143,3
8161,Raheja Universal,133,4.1,608,12,29,10
8162,Sanathan Textiles,133,4.0,661,6,1,6
8163,HPI Limited,133,3.7,1.2k,12,--,9
8164,The Nuance Group AG,133,4.3,846,4,--,8
8165,DAEWOO E&C,133,4.2,162,5,--,15
8166,Modern Foods,133,3.6,567,7,--,12
8167,Securonix,133,2.6,871,16,--,10
8168,vConstruct,133,3.8,894,11,32,21
8169,Zaggle Prepaid Ocean Services,133,3.3,861,18,7,3
8170,Cognifyz Technologies,134,4.0,101,10,--,--
8171,Times Network,133,3.2,990,3,--,8
8172,Akshayakalpa,133,3.9,402,15,--,6
8173,Saifee Hospital,133,3.1,492,8,--,13
8174,IPAC,133,3.2,939,12,--,14
8175,Homeocare International,133,3.4,401,9,7,9
8176,Jindal Stainless Steelway,133,3.9,655,12,--,15
8177,Bangalore Electricity Supply Company,133,3.7,525,6,--,4
8178,Pravin Electricals,133,4.2,582,5,--,12
8179,ESIC Medical College and Hospital,133,4.0,639,5,--,4
8180,Quality Evaluation And Systems Team,133,4.1,487,2,2,7
8181,H-one India,133,3.9,539,7,--,14
8182,Marquis Technologies,133,3.2,698,13,5,20
8183,Unique Measurement Service,133,4.5,224,67,1,11
8184,New Swan Multitech,133,4.0,502,12,1,9
8185,Della Group,133,3.6,311,13,17,3
8186,Tafe Access,133,3.8,495,4,--,11
8187,Oman National Engineering & Investment Company,133,4.0,392,5,1,21
8188,Farida Group,133,4.0,422,7,--,3
8189,Anjan Drug,133,3.3,648,16,--,9
8190,Raheja Universal,133,4.1,608,12,29,10
8191,HPI Limited,133,3.7,1.2k,12,--,9
8192,Beyondriffs,133,4.6,9,25,--,6
8193,Axis Asset Management Company,133,3.7,566,4,143,3
8194,Progcap,133,4.0,767,10,6,4
8195,Sanathan Textiles,133,4.0,661,6,1,6
8196,Sindhuja Microcredit,147,3.7,400,8,13,3
8197,Century Real Estate,133,3.9,595,5,3,10
8198,Vkc Nuts,133,3.5,522,8,--,3
8199,Daicel Chiral Technologies,133,4.2,636,1,--,9
8200,Sical Logistics,132,4.0,628,1,--,16
8201,CASHe,132,3.4,782,11,6,5
8202,RELX Group,132,3.5,618,9,15,6
8203,Shri Ram Murti Smarak Institute of Medical Sciences,132,3.6,333,7,115,9
8204,ToXSL Technologies,132,3.8,361,1,18,48
8205,Institute of Chemical Technology,132,4.0,550,4,--,12
8206,7SearchPPC,132,4.8,5,1,--,4
8207,APC By Schneider Electric,132,4.4,267,7,--,26
8208,FNF India,132,3.8,707,19,--,17
8209,Viveks,132,4.0,463,8,7,13
8210,ERA's Lucknow Medical College & Hospital,132,3.9,494,13,5,8
8211,Century Rayon,132,3.8,474,8,4,22
8212,FinAdvantage,133,4.0,351,10,40,4
8213,Metalman Microturners,132,3.8,547,12,--,15
8214,Glen Appliances,132,4.1,460,7,1,7
8215,Sourcedesk,132,4.1,181,8,6,16
8216,The Judge Group,133,3.2,662,9,28,8
8217,Urjanet Energy Solutions,132,3.7,753,7,3,17
8218,Ashland,132,4.1,592,3,--,13
8219,Arihant Capital Markets,132,3.3,603,8,26,1
8220,Dexian India Technologies,133,3.7,580,23,27,--
8221,Blackstone Center of Excellence,132,2.6,787,11,--,2
8222,Fixderma,132,3.4,418,10,4,7
8223,TetraSoft,132,3.7,1.1k,12,--,15
8224,Ace Creative Learning,132,3.9,513,6,6,13
8225,Electrostar Electronics,132,4.1,1k,5,--,1
8226,Ramdev Food Products,132,4.5,413,7,1,9
8227,PCS-Global,132,3.6,312,19,--,7
8228,Juego Studios,132,4.2,383,13,40,2
8229,DELTA,132,4.2,1.3k,25,--,10
8230,Presidium School,132,3.5,545,2,--,13
8231,Mas Rural Housing Mortgage Finance,132,4.1,311,6,12,5
8232,Chalo,132,3.6,549,19,9,4
8233,Heranba Industries,138,3.7,628,8,2,6
8234,Electronics for Imaging,132,3.8,1.3k,16,--,7
8235,Emrill Services LLC,132,4.1,169,7,--,16
8236,Shilpa Steel and Power,132,3.5,482,3,3,11
8237,Accumax,132,3.9,830,6,7,6
8238,Svarn Infratel,132,3.5,602,12,4,5
8239,YCH Logistics,132,3.9,509,13,--,10
8240,Ramdev Food Products,132,4.5,413,7,1,9
8241,PCS-Global,132,3.6,312,19,--,7
8242,Arihant Capital Markets,132,3.3,603,8,26,1
8243,Juego Studios,132,4.2,383,13,40,2
8244,Accumax,132,3.9,830,6,7,6
8245,YCH Logistics,132,3.9,509,13,--,10
8246,Allzone Management Solutions,132,4.3,390,8,15,11
8247,Svarn Infratel,132,3.5,602,12,4,5
8248,Jss Pro Services,132,3.8,611,14,3,11
8249,V-ensure Pharma Technologies,132,3.2,517,5,6,7
8250,GIC Housing Finance,132,3.6,635,13,4,7
8251,Capline Services,132,3.0,692,14,7,10
8252,A.P.Securitas,132,4.2,423,5,--,6
8253,Turner & Townsend,132,3.9,1k,11,33,6
8254,Basix,131,4.5,262,7,--,19
8255,Blue Jet Healthcare,131,3.8,849,10,--,2
8256,Tradologie.com,131,2.7,258,21,20,4
8257,Secure Network Solutions,131,4.4,344,10,4,21
8258,Obeetee,132,3.9,592,9,--,14
8259,Yasho Industries Limited,131,3.8,586,13,3,3
8260,Vikram Tea,131,4.2,400,13,6,6
8261,Phoenix Marketcity,131,3.9,623,5,--,10
8262,Sigma,131,3.9,673,11,--,12
8263,Hawa Valves,131,3.0,728,8,6,9
8264,Al Fara'a Group,131,3.1,349,2,--,21
8265,Urbanpro,131,3.8,476,10,--,9
8266,Basix,131,4.5,262,7,--,19
8267,Vedang Radio Technology,131,4.2,291,4,--,24
8268,Global Cloud Xchange,131,3.4,764,7,--,13
8269,Winkies,131,3.9,280,11,--,3
8270,CSL Finance,131,3.6,435,13,--,4
8271,Multi Mantech International,131,2.2,374,7,2,11
8272,Cascade Revenue Management,131,3.3,495,5,4,4
8273,Spykar Lifestyles,131,4.0,432,7,--,9
8274,Mitel,131,3.7,1.1k,18,1,18
8275,Rieco Industries,131,3.0,772,7,--,4
8276,Sarita Handa Exports,131,3.6,618,8,--,6
8277,Krishna Penstone Automotive,131,3.9,450,3,--,8
8278,ITL Industries,131,3.8,640,5,--,7
8279,Walko Qsr Company,131,4.0,485,7,4,3
8280,Sugam Homes,132,4.5,279,23,1,4
8281,Rinac India Limited,131,3.9,532,6,--,6
8282,Ocean Life Spaces,131,3.7,646,7,2,6
8283,Just Dogs,131,3.6,344,20,9,4
8284,Lectrix Ev,131,3.7,480,15,--,1
8285,V.Ships,131,4.0,452,11,3,6
8286,Dream11,131,3.9,1.3k,40,--,3
8287,Palo Alto Networks,131,3.7,1.5k,25,--,5
8288,Nuvento Systems,131,3.2,721,14,10,4
8289,Unified Infotech,131,4.3,466,25,10,8
8290,Antal International,131,3.6,533,18,13,9
8291,Express KCS,131,3.6,506,12,17,16
8292,D Light Energy,131,3.7,433,3,--,14
8293,Data Template Infotech,131,3.0,563,14,--,14
8294,Mittsure Technologies,131,2.8,453,7,5,4
8295,Secure Network Solutions,131,4.4,344,10,4,21
8296,Obeetee,132,3.9,592,9,--,14
8297,Tradologie.com,131,2.7,258,21,20,4
8298,Yasho Industries Limited,131,3.8,586,13,3,3
8299,MoEngage,131,3.5,1.2k,31,27,7
8300,Publicis Global Delivery,131,4.0,1k,21,--,2
8301,Idea Infinity IT Solutions,131,3.1,656,12,4,1
8302,Tecnics Integration Technologies,131,3.3,895,10,15,9
8303,IJM (India) Infrastructure,131,4.0,419,7,--,20
8304,Perennial Systems,131,4.1,608,24,6,8
8305,V S International,131,3.7,502,13,5,12
8306,Continental Coffee,131,4.1,440,5,--,6
8307,Hansa Research Group,131,3.6,553,4,6,12
8308,Blue Jet Healthcare,131,3.8,849,10,--,2
8309,V-Soft Consulting,131,3.0,627,28,--,9
8310,Total Shipping & Logistics,131,3.1,506,11,11,13
8311,Tara Consultancy Services,131,2.8,343,20,--,--
8312,Unique Infra Engineering India Private Limited,131,2.9,558,12,--,4
8313,Centurion University of Technology and Management,131,3.5,417,9,3,9
8314,J. M. Mhatre Infra,130,4.0,501,1,--,16
8315,Pride Purple Group,130,4.0,671,7,13,10
8316,TalentSprint,130,4.0,585,7,1,16
8317,Hungama,130,3.2,754,7,--,21
8318,Reliable Business Solutions & Services,130,2.9,506,1,--,14
8319,Monotech Systems,130,3.5,619,11,3,7
8320,Gillette,130,4.2,239,4,--,21
8321,Gamma Process Hub,130,3.7,374,5,--,7
8322,Connect India E Commerce Services,130,2.9,372,7,1,6
8323,Ardom Towergen,128,3.9,331,7,--,4
8324,BMA Wealth Creators,130,4.4,344,1,--,10
8325,GlowTouch Technologies,130,3.0,688,43,7,13
8326,B. E. Billimoria,130,4.0,283,5,--,8
8327,Tirupati Life Sciences,130,4.3,405,6,--,15
8328,Sakthi Finance,130,4.1,535,6,--,12
8329,Narayana Superspeciality Hospital,130,4.0,421,8,--,8
8330,Wipro Insurance Solutions,130,3.5,397,11,--,1
8331,Auma,130,3.5,545,7,--,10
8332,ECS | Enterprise Change Specialists,130,4.4,136,5,123,8
8333,Uttar Pradesh Jal Nigam,130,4.1,314,2,--,8
8334,Perceptive,130,3.5,830,12,6,11
8335,MassMutual,130,3.8,1.1k,32,--,13
8336,SANY Group,130,3.8,507,13,--,1
8337,Ideas 4 Transformation,130,3.1,469,5,4,3
8338,Dulux,130,4.2,332,6,--,6
8339,Adani Road Transport,130,4.4,361,4,--,1
8340,Foxlink India Electric,130,3.8,569,13,--,8
8341,Protiviti Consulting,131,3.0,1.4k,12,--,9
8342,Enkei Wheels India,130,3.6,542,8,3,7
8343,OVT India,130,3.5,563,14,--,4
8344,Nucot,130,4.6,42,7,2,1
8345,Fragma Data Systems,130,3.9,374,14,3,7
8346,The West Coast Paper Mills,130,3.8,564,4,--,10
8347,Sanzyme,130,3.8,500,8,--,12
8348,SMARTe,130,3.7,862,11,4,10
8349,Aurore Life Sciences,130,3.1,689,8,5,4
8350,Sumitomo Mitsui Banking Corporation,130,2.5,894,17,73,11
8351,IndiGrid,131,4.2,611,14,1,5
8352,Snowcem Paints,130,4.4,195,7,1,4
8353,Thinkapps Solutions,130,3.6,643,11,--,2
8354,MTX Group,136,3.2,1.1k,28,4,11
8355,Aqua Group,130,4.1,589,1,--,4
8356,Sterling Manufacturing Company,130,3.7,76,7,--,4
8357,Xihi Technology,130,3.5,488,12,--,5
8358,Vertex Homes,130,3.0,564,11,--,15
8359,R.K. Group,130,3.3,774,6,8,9
8360,Jupiter Wagons,138,3.6,646,7,--,1
8361,Abs Fujitsu General,130,3.8,649,9,12,2
8362,PSG Hospitals,130,4.1,459,6,2,11
8363,CloudThat Technologies Private Limited,130,4.0,667,26,65,4
8364,Spectra Technovision India,131,3.3,694,11,12,4
8365,Ferromatik Milacron,129,3.5,623,8,--,26
8366,Vishakha Glass,129,4.0,444,13,--,1
8367,Neo Metaliks,129,3.5,523,7,2,7
8368,Packt Publishing,129,3.0,708,15,--,25
8369,Nxtgen Datacenter Cloud Technologies,129,3.4,764,10,4,7
8370,Anik Milk Products,129,3.6,366,14,22,7
8371,Kusalava International,129,3.8,373,6,1,22
8372,Repos Energy,129,3.6,562,12,1,3
8373,Axis Clinicals,129,4.0,613,7,9,9
8374,IT Solutions,129,3.6,1.4k,12,1,12
8375,Appy Pie,129,3.7,680,14,--,12
8376,Al Hassan Engineering Company SAOG,129,3.9,205,4,--,20
8377,GE Capital,129,4.4,419,2,--,29
8378,Fertilisers and Chemicals Travancore,129,4.2,448,3,--,5
8379,CriticaLog India Private Limited,129,4.2,532,7,2,8
8380,Growisto,129,4.3,307,14,4,13
8381,M3bi,129,4.1,743,9,--,7
8382,Emtec,129,4.3,979,14,--,21
8383,Kion India,129,3.5,831,13,3,7
8384,ESRI India Technologies,129,3.7,641,8,2,6
8385,Marquistech,129,3.7,754,8,--,8
8386,Datwyler Group,129,3.8,535,9,2,3
8387,Curia,137,3.9,679,11,--,9
8388,Superon Schweisstechnik India,129,3.8,423,4,2,5
8389,ImagicaaWorld Entertainment Limited,129,3.6,551,3,5,17
8390,Ajnara India,129,3.7,466,3,1,11
8391,Crif High Mark Credit Information Services,136,2.7,1.1k,14,--,10
8392,MindSquare Technologies,129,4.4,484,6,--,32
8393,Telegence Powercomm,129,3.4,351,8,--,7
8394,Bristol Healthcare Services,129,3.2,416,36,6,18
8395,31 Parallel,129,1.9,278,7,2,3
8396,Omega Hospitals,129,4.0,544,5,5,10
8397,Riello Power India,129,3.7,428,10,2,18
8398,Noble Hospital,129,3.8,564,5,--,7
8399,Mizuho Bank,129,3.3,792,13,--,9
8400,FIL Industries,129,3.4,567,6,3,10
8401,Devgiri Forgings,129,3.6,365,5,--,7
8402,Indo-Tibetan Border Police,129,4.6,266,2,--,11
8403,Duroply Industries,129,3.8,542,15,4,9
8404,Fiverr Inc.,129,4.4,847,12,--,6
8405,PATH India,129,4.2,454,6,--,22
8406,Ascentrik Research Services,130,1.8,520,22,3,3
8407,Siemens Industry Software (India),129,4.2,1.2k,18,--,21
8408,GEEBEE Education,130,3.1,460,10,8,3
8409,Mangalam Drugs & Organics,129,3.5,627,4,8,10
8410,The George Telegraph Training Institute,129,2.9,367,9,--,7
8411,eNTrust Software & Services,129,3.6,1.1k,15,--,5
8412,Desire Energy Solution,137,3.8,561,13,--,4
8413,EasyRewardz Software Services,129,2.8,869,10,12,5
8414,CLIRNet,129,2.6,492,12,15,7
8415,Wings Pharmaceuticals,129,3.1,450,14,7,5
8416,Crimsoune Club,128,3.8,416,6,--,5
8417,HashCash Consultants,130,3.4,203,7,8,22
8418,Idom,129,4.1,506,13,2,7
8419,A.K.AUTOMATICS,129,3.9,423,3,--,12
8420,Crimsoune Club,128,3.8,416,6,--,5
8421,CLIRNet,129,2.6,492,12,15,7
8422,CNS Comnet,128,4.1,308,1,--,17
8423,Galore Networks,128,3.0,270,3,--,14
8424,Ebix Smartclass Educational Services,128,4.1,517,9,--,13
8425,Kiran Motors,128,3.6,477,2,3,15
8426,Maharashtra Natural GAS,128,3.2,820,7,--,19
8427,Supreme Petrochem,128,3.9,714,6,--,14
8428,Seeds Fincap,128,3.5,394,6,3,3
8429,Likewize,126,3.4,974,17,6,9
8430,Mantle Solutions,128,3.2,745,8,11,4
8431,Inadev,129,3.2,504,10,16,26
8432,ATPI,128,3.8,834,8,12,11
8433,Signals & Systems (India) Private Limited,128,3.8,666,8,34,15
8434,Greytrix,128,3.2,539,14,11,39
8435,ZestMoney,128,4.0,748,14,--,16
8436,Weizmann Forex,128,4.3,371,--,--,10
8437,Choice Solutions (India),128,3.4,651,8,--,10
8438,Arrivae,128,3.3,619,11,--,4
8439,Swarovski India,128,3.9,461,8,16,14
8440,Elite Powertech,128,4.0,350,7,--,13
8441,Kruger Ventilation Industries,128,3.4,535,7,2,8
8442,Rare Rabbit,128,3.5,423,7,--,6
8443,Facile Services,128,2.9,610,15,4,11
8444,GlobeGround India,128,3.7,404,8,1,11
8445,Mahalakshmi Profiles Private Limited,128,3.6,448,15,4,5
8446,Ashok Iron Group,129,3.7,653,8,--,3
8447,Bar Code India,128,3.5,786,10,13,9
8448,River Mobility,128,3.9,495,8,6,1
8449,Competent Automobiles,128,4.0,484,2,--,6
8450,Valmont Structures,128,2.9,697,19,1,7
8451,Greytrix,128,3.2,539,14,11,39
8452,Aries Agro,128,4.1,363,8,--,15
8453,Kalyaniwalla & Mistry,128,3.3,650,9,6,11
8454,Boyen Haddin,128,3.4,274,25,--,4
8455,Hitachi MGRM Net,128,3.3,318,15,--,40
8456,ADM India,128,4.0,698,12,--,18
8457,S K Samanta & Co,128,3.2,438,9,--,17
8458,Ageis,128,3.5,550,19,--,19
8459,A2z Infra Engineering,128,3.8,86,1,--,--
8460,Nectar Infotel Solutions,128,2.8,384,10,--,1
8461,Aries Agro,128,4.1,363,8,--,15
8462,Hitachi MGRM Net,128,3.3,318,15,--,40
8463,HireRight,128,3.6,673,4,1,2
8464,Kalyaniwalla & Mistry,128,3.3,650,9,6,11
8465,ADM India,128,4.0,698,12,--,18
8466,Insurance Company,128,4.1,1.7k,8,1,5
8467,Sinclus Engineering Consulting,128,4.2,519,11,3,5
8468,Bar Code India,128,3.5,786,10,13,9
8469,A2z Infra Engineering,128,3.8,86,1,--,--
8470,S K Samanta & Co,128,3.2,438,9,--,17
8471,Siec Education,128,2.7,384,12,--,1
8472,Competent Automobiles,128,4.0,484,2,--,6
8473,Ageis,128,3.5,550,19,--,19
8474,River Mobility,128,3.9,495,8,6,1
8475,Pratiti Technologies,130,3.6,627,34,15,4
8476,Mochiko Shoes,128,3.6,418,3,--,3
8477,Wittur Elevator Components,128,3.7,702,3,--,12
8478,Almonds Ai,128,4.4,140,12,50,2
8479,HP ADHESIVES,128,4.0,478,7,1,4
8480,Almonds Ai,128,4.4,140,12,50,2
8481,Leonia Holistic Destination,127,3.7,350,3,--,19
8482,Nala Robotics,127,1.8,310,5,--,3
8483,Valu Connex Telecom Services Private,127,4.3,321,6,--,6
8484,Gracenote,127,3.4,540,11,--,13
8485,Andhra Pradesh Grama/Ward Sachivalayam,127,4.0,286,5,--,4
8486,Vertex Global Services,127,4.5,184,14,--,1
8487,cloudEQ,127,3.4,441,22,2,4
8488,Kimia Biosciences Limited,127,3.5,567,8,6,3
8489,Flyweis Technology,127,4.3,68,9,--,1
8490,Sterling Accuris Wellness,128,4.1,487,6,6,4
8491,Indian Potash,127,3.7,436,6,--,7
8492,Same Deutz-fahr,127,3.8,749,6,--,10
8493,Indian Acrylics,127,3.8,555,7,--,14
8494,Edge Telecom,127,3.5,442,7,--,16
8495,IndiaCan,127,4.6,130,3,--,20
8496,Orris Infrastructure,127,4.0,340,11,2,4
8497,Technians Softech,127,4.0,229,8,26,4
8498,John Distilleries,127,3.8,660,5,--,10
8499,Gojavas,127,4.7,130,1,--,22
8500,Alexis Global,127,3.8,449,9,--,3
8501,Golden Tulip Hotels,127,3.4,425,7,--,15
8502,Lion Services,127,3.7,519,7,8,6
8503,Ind Synergy,127,3.9,497,6,5,8
8504,Ice Mortgage Technology,127,3.3,985,14,--,13
8505,Megha Fruit Processing,127,3.8,365,9,2,2
8506,Rajagiri Hospital,127,4.1,480,5,30,9
8507,Sadara Chemical Company,127,3.9,271,2,--,18
8508,Gulshan Homz,128,4.1,559,8,4,7
8509,Ameriprise India,127,3.4,854,7,26,1
8510,Reynold India,127,4.6,247,3,15,7
8511,Garuda Aerospace,127,3.4,265,14,--,15
8512,IVY SOFTWARE DEVELOPMENT SERVICES,127,3.8,622,19,1,12
8513,IDA Automation,131,3.8,541,9,--,5
8514,AstraGen,127,3.7,342,17,1,8
8515,Baker Gauges,127,3.6,652,5,--,8
8516,Saya homes,127,3.9,378,5,13,5
8517,Naresh Kumar & Co.,127,4.3,449,4,--,14
8518,Equinix,127,3.1,778,10,36,1
8519,DavaIndia,150,3.6,436,15,--,3
8520,John Distilleries,127,3.8,660,5,--,10
8521,Golden Tulip Hotels,127,3.4,425,7,--,15
8522,Ice Mortgage Technology,127,3.3,985,14,--,13
8523,Megha Fruit Processing,127,3.8,365,9,2,2
8524,Ind Synergy,127,3.9,497,6,5,8
8525,Lion Services,127,3.7,519,7,8,6
8526,Rahman Industries,127,3.6,481,7,1,16
8527,Saya homes,127,3.9,378,5,13,5
